station,year,month,day,wind_speed_mean_meters_per_second,wind_direction_heading,air_temp_degrees_celsius,barometric_pressure_mbar,depth_meters,water_temperature_degrees_celsius,specific_conductivity_millisiemens_per_centimeter,p_h_p_h,turbidity_ntu,organic_dissolved_oxygen_saturation_percent,organic_dissolved_oxygen_milligrams_per_liter,chlorophylla_rfu,phycocyanin_rfu,flourescent_dissolved_organic_matter_rfu,turbidity_c6_ntu,phycoerythrin_c6_rfu,phycocyanin_c6_rfu,chlorophylla_c6_rfu,colored_dissolved_organic_matter_c6_ppb,depth_c6_meters,water_temp_c6_degrees_celsius,wind_direction_rads,wind_speed_north_meter_sec,wind_speed_east_meter_sec,depth_c6_meter,water_temperature_c6_degrees_celsius,ph_nan,organic_dissolved_oxygen_1_milligrams_per_liter
WE02,2015,6,12,5.382083333333333,181.93864583333334,20.920833333333334,1010.90153125,0.93059375,21.069375,366.62291666666664,8.069583333333334,16.026041666666668,95.09270833333333,8.4584375,0.5832708333333333,-2.5436354166666666,14.0805,16.499166666666667,331.9479166666667,47.001666666666665,551.8908333333334,1055.4458333333334,0.8907291666666667,21.515208333333334,3.238656594667632,-1.0394525849991751,0.1962882797583598,NA,NA,NA,NA
WE02,2015,6,13,6.0735833333333336,72.10126041666666,16.872291666666666,1015.8705625,0.9814479166666666,21.1621875,380.84791666666666,8.036770833333334,14.846041666666666,93.19479166666666,8.273645833333333,0.5892916666666667,-2.56321875,17.493541666666665,15.392604166666667,342.61291666666665,42.76291666666667,554.54375,1245.6791666666666,0.9148958333333334,21.584791666666668,0.9014405602342908,2.1939259296765106,5.376833055980864,NA,NA,NA,NA
WE02,2015,6,14,4.83103125,194.47145833333335,21.003229166666667,1014.95584375,0.9717604166666667,21.57614583333333,405.31354166666665,8.012812499999999,13.288333333333334,91.81666666666666,8.085510416666667,0.7297291666666667,-2.5044791666666666,21.987395833333334,13.668125,368.29125,51.04416666666667,678.9083333333333,1492.3125,0.90875,21.983854166666667,3.9362156093045533,-2.4760877886445845,-1.3814435252532835,NA,NA,NA,NA
WE02,2015,6,15,4.12803125,226.64552083333334,22.604375,1014.1145,0.9668854166666666,22.3534375,425.896875,8.026989583333334,8.465708333333334,93.10729166666667,8.0756875,0.7632395833333333,-2.538854166666667,24.465729166666666,8.680520833333333,361.1191666666667,40.374583333333334,724.0291666666667,1623.2208333333333,0.8846875,22.75979166666667,3.7019215196860515,-1.8034495406958364,-2.886697358789762,NA,NA,NA,NA
WE02,2015,6,16,4.37934375,255.12501041666667,22.34375,1015.2366666666667,0.9769895833333333,22.455208333333335,369.8375,8.186979166666667,6.1392395833333335,102.27395833333334,8.8484375,1.0710833333333334,-2.2092395833333334,15.232041666666667,6.362916666666667,400.52708333333334,89.02,1048.5416666666667,1090.7279166666667,0.9294791666666666,22.940208333333334,3.204860657169457,-0.13166364722481871,-2.6096753741976917,NA,NA,NA,NA
WE02,2015,6,17,6.149864583333334,107.52183333333333,19.976666666666667,1018.7321354166667,1.0171145833333333,23.103854166666668,409.8989583333333,7.992864583333334,27.285052083333333,91.08614583333333,7.7941770833333335,1.1602083333333333,-2.2693125,25.838208333333334,27.41,573.53,103.25166666666667,1008.9708333333333,1717.5791666666667,0.9145833333333333,23.531041666666667,4.210225756882968,-0.3408699642989767,5.179854373826488,NA,NA,NA,NA
WE02,2015,6,18,5.0220416666666665,212.52541666666667,22.058958333333333,1013.9780416666666,0.9695416666666666,23.465520833333333,364.76979166666666,7.699791666666667,76.61885416666667,72.13770833333334,6.128385416666666,1.4677291666666668,-2.0316770833333333,31.618645833333332,75.96260416666667,988.4541666666667,210.94833333333332,1147.9083333333333,2041.5791666666667,0.9167708333333333,23.894270833333334,3.6211145933700184,-1.3137921452105243,-2.2519602476653304,NA,NA,NA,NA
WE02,2015,6,19,6.154041666666667,115.94323958333334,18.749270833333334,1016.7577916666667,0.9978854166666666,23.412708333333335,303.559375,7.630979166666667,69.105625,67.64354166666666,5.7533125,1.4086666666666667,-2.094385416666667,31.872604166666665,67.9115625,995.5708333333333,189.25666666666666,1093.1333333333332,2148.3125,0.8623958333333334,23.844270833333333,2.034299234729031,2.0259535132971562,1.3077616712389106,NA,NA,NA,NA
WE02,2015,6,20,5.960010416666667,84.184375,18.415937500000002,1013.3189166666666,0.960875,23.2346875,280.1375,7.625885416666667,87.0659375,68.70489583333334,5.864,1.4098020833333333,-1.9965208333333333,29.775729166666668,85.4203125,1033.4875,229.23875,1089.5208333333333,1939.0083333333334,0.8472916666666667,23.6575,1.5413984372066172,1.1604823984085837,5.6344023813206805,NA,NA,NA,NA
WE02,2015,6,21,5.186708333333334,235.35125,22.4125,1010.4512604166666,0.9344375,23.276354166666668,285.28125,7.649927083333333,81.98947916666667,73.389375,6.257364583333334,1.38775,-2.0298854166666667,30.885729166666668,79.56666666666666,992.7125,216.085,1070.2916666666667,1960.7291666666667,0.8300000000000001,23.718854166666667,3.549977881940816,-1.6431202886463352,-4.07576972219901,NA,NA,NA,NA
WE02,2015,6,22,4.632404255319149,224.46170212765958,23.448829787234043,1014.205,0.9842978723404255,23.51872340425532,307.6478723404255,7.730414893617021,41.30053191489362,77.1181914893617,6.545106382978723,1.1348936170212767,-2.498159574468085,37.030425531914894,40.307978723404254,841.9702127659574,128.13021276595745,911.0710638297872,2298.6,0.9178723404255319,23.471914893617022,3.936385887216062,-2.4882794111276505,-2.578640466917936,NA,NA,NA,NA
WE02,2015,6,23,7.9647499999999996,273.1427083333333,23.215520833333333,1011.1556145833333,0.9965416666666667,23.72125,295.3958333333333,7.852229166666667,25.00979166666667,81.52229166666666,6.892885416666667,0.4969791666666667,-3.432072916666667,40.53135416666667,26.0971875,882.4541666666667,100.34333333333333,357.04583333333335,2381.0333333333333,1.0219791666666667,21.871666666666666,3.086742045743263,-0.36700989076990853,-5.45843547058886,NA,NA,NA,NA
WE02,2015,6,24,3.35715625,193.64355208333333,21.829375,1019.68975,1.08165625,23.728020833333332,325.90833333333336,8.053635416666667,13.711875000000001,93.41145833333333,7.895447916666667,0.5724375,-3.402083333333333,32.9484375,14.174166666666666,600.6641666666667,91.18541666666667,488.63166666666666,1884.0041666666666,1.113125,21.979583333333334,1.9871698907712716,2.5145942427818095,-0.5401578635989103,NA,NA,NA,NA
WE02,2015,6,25,4.53303125,151.31833333333333,19.950833333333332,1017.205,1.0607395833333333,23.6453125,317.853125,8.01471875,12.287708333333333,91.54375,7.7498125,0.6656770833333333,-3.392239583333333,34.02489583333333,12.834270833333333,597.5095833333334,88.17916666666666,552.3741666666666,2001.5708333333334,1.08375,21.842708333333334,3.9039815596817826,-3.3007225672503417,0.45569898038840634,NA,NA,NA,NA
WE02,2015,6,26,6.406229166666667,69.27802083333333,19.069791666666667,1015.9411145833334,1.0495729166666667,23.215,308.940625,7.956541666666666,18.041145833333335,87.190625,7.4425,0.7811354166666666,-3.317,35.38125,18.858125,726.1625,102.16916666666667,601.725,2246.9708333333333,1.0576041666666667,21.422604166666666,0.5580163048373662,2.2197869605262794,5.875757561419722,NA,NA,NA,NA
WE02,2015,6,27,14.087083333333334,74.80823958333333,16.049791666666668,1008.44453125,0.9789583333333333,22.501458333333332,314.815625,7.988729166666666,225.74260416666667,89.24166666666666,7.7235625,1.5052395833333334,-1.32628125,18.718229166666667,224.70239583333333,3734.2458333333334,597.6570833333334,828.625,1257.1333333333334,0.9657291666666666,20.714270833333334,0.7887450140432778,9.618032950555236,8.859913763334097,NA,NA,NA,NA
WE02,2015,6,28,9.690229166666667,335.84479166666665,17.004375,1008.8090729166667,0.9780104166666667,21.232708333333335,347.4614583333333,8.196666666666667,185.81041666666667,93.46666666666667,8.288,3.39021875,-0.6857291666666666,8.49521875,184.79333333333332,3262.358333333333,588.7725,1641.4541666666667,713.4316666666666,1.0329166666666667,19.4803125,1.9923842437167352,8.960651547362646,-3.308034070545032,NA,NA,NA,NA
WE02,2015,6,29,4.461244680851064,194.99574468085106,18.725212765957448,1011.6310744680851,1.006255319148936,20.784893617021275,300.22978723404253,8.148287234042554,53.21595744680851,92.00606382978724,8.2255,1.0788723404255318,-2.7312978723404253,11.842478723404255,55.00659574468085,1206.1829787234042,198.3,756.7025531914893,946.5697872340426,1.1087234042553191,19.032659574468084,4.450663861915412,-3.954180206840884,-0.6482014566487407,NA,NA,NA,NA
WE02,2015,6,30,3.5586354166666667,218.68333333333334,18.7409375,1008.8938229166666,0.9784895833333334,19.773854166666666,234.65312500000002,7.918083333333334,68.81572916666667,82.2875,7.478166666666667,0.7217291666666666,-2.6895,18.415729166666665,72.74447916666666,1485.4833333333333,222.85541666666666,508.38375,1276.1541666666667,1.1204166666666666,18.2253125,4.03723744807155,-1.868944968042932,-1.3238098485650525,NA,NA,NA,NA
WE02,2015,7,1,5.05465625,284.8354166666667,18.793854166666666,1010.5913645833333,0.9973333333333333,21.305416666666666,270.59791666666666,8.2171875,20.0540625,98.18541666666667,8.692083333333333,0.7428854166666666,-3.15465625,12.44875,21.2809375,631.2791666666667,115.07458333333334,608.0125,975.2291666666666,1.081875,19.6846875,2.8826657868512178,1.2837665920968886,-4.5640341062549945,NA,NA,NA,NA
WE02,2015,7,2,5.9413124999999996,72.39946875,17.9253125,1014.5916145833334,1.03484375,21.031458333333333,263.17395833333336,8.1622916666666665,19.016979166666665,95.90208333333334,8.5359375,0.8931354166666666,-3.0445104166666668,13.809895833333334,20.2203125,656.8333333333334,127.085,667.6291666666667,1053.1,1.1303125,19.4340625,1.8125337002577624,3.1723931691015026,4.193305896680386,NA,NA,NA,NA
WE02,2015,7,3,5.1865625,66.52760416666666,18.12375,1014.9246041666667,1.0379166666666666,21.164270833333333,266.8833333333333,8.246354166666666,12.408020833333333,100.78958333333334,8.949583333333333,1.1098229166666667,-2.9590104166666666,13.515104166666667,13.059791666666667,555.3045833333333,126.0375,841.5791666666667,1031.225,1.1213541666666667,19.5878125,0.8678195192715763,2.108307439218725,4.5774888871132955,NA,NA,NA,NA
WE02,2015,7,4,2.876614583333333,179.25557291666667,20.014270833333335,1014.5471354166667,1.02990625,21.356354166666666,281.3614583333333,8.234645833333333,17.2484375,105.415625,9.305822916666667,1.5242083333333334,-2.8244375,25.773854166666666,18.118541666666665,723.5858333333333,148.26625,929.8679166666667,1741.8958333333333,1.1132291666666667,20.051770833333332,3.4163847450341276,0.7773811587888918,0.11965970917530863,NA,NA,NA,NA
WE02,2015,7,5,3.2788958333333333,158.46020833333333,21.023020833333334,1018.77890625,1.074375,22.200416666666666,288.2270833333333,8.427291666666667,14.262083333333333,116.68541666666667,10.146145833333334,1.8528125,-2.6686666666666667,24.95875,15.019166666666667,682.9458333333333,165.13833333333332,1090.6583333333333,1705.5208333333333,1.1325,20.717395833333335,2.9939341627684644,-1.0929725320656205,1.257542131835845,NA,NA,NA,NA
WE02,2015,7,6,2.760666666666667,150.0615625,22.0721875,1017.48009375,1.0603541666666667,22.316875,290.37604166666665,8.249270833333334,15.107604166666667,110.97916666666667,9.623541666666666,2.17509375,-2.447020833333333,33.891979166666665,15.606145833333333,768.2125,190.42375,1262.5666666666666,2179.65,1.1260416666666666,20.884166666666665,4.907664052913293,-1.2223114667383217,1.6034209970918314,NA,NA,NA,NA
WE02,2015,7,7,5.944802083333333,213.91771875,21.166354166666668,1012.2936875,1.0150208333333333,22.416770833333334,297.890625,8.09228125,12.905520833333334,98.12604166666667,8.498114583333333,1.3453958333333333,-2.942875,33.736354166666665,13.613333333333333,632.0083333333333,137.88875,833.4708333333333,2173.575,1.0627083333333334,20.869791666666668,4.054963266481987,-3.390682977941482,-1.8258148292598422,NA,NA,NA,NA
WE02,2015,7,8,6.3021770833333335,71.07128125,16.71291666666667,1018.15078125,1.07071875,21.7496875,289.475,8.11875,16.4325,93.47291666666666,8.205552083333334,1.1668645833333333,-2.9381145833333333,24.481875,17.214583333333334,633.9970833333333,140.545,746.63625,1664.2666666666667,1.1376041666666667,20.246041666666667,0.9194170879195716,4.563714197720143,3.736910213423385,NA,NA,NA,NA
WE02,2015,7,9,5.594916666666666,122.39542708333333,17.613125,1014.2462395833334,1.0295208333333334,21.559791666666666,291.13645833333334,8.0728125,13.268854166666667,90.49791666666667,7.9728125,0.38528125,-3.3280625,23.891875,14.1621875,495.3695833333333,109.21125,368.90583333333336,1639.7458333333334,1.1069791666666666,20.0625,3.4270337987431185,0.5610731477989336,2.813721693705585,NA,NA,NA,NA
WE02,2015,7,10,4.488614583333334,170.78944791666666,19.755625,1018.6978333333333,1.07684375,21.830729166666668,295.8645833333333,8.02296875,10.6975,90.29166666666667,7.9124791666666665,0.24782291666666667,-3.3856458333333332,28.063020833333333,11.845,458.67333333333335,102.59333333333333,286.12875,1857.6458333333333,1.1420833333333333,20.393645833333334,3.1059975725210207,1.1678009885288059,-0.14386914004777532,NA,NA,NA,NA
WE02,2015,7,11,3.2791041666666665,207.34895833333334,21.20125,1020.8766458333333,1.0971041666666668,22.331875,354.0135416666667,8.048385416666667,14.380104166666667,95.43645833333333,8.2758125,1.44428125,-2.920875,40.584375,15.196354166666667,673.47375,144.94958333333332,866.65875,2569.016666666667,1.1552083333333334,20.887916666666666,4.235059610477283,-0.4600698331447056,-0.23834754716108042,NA,NA,NA,NA
WE02,2015,7,12,4.394666666666667,148.55916666666667,20.033854166666668,1017.567625,1.0666666666666667,21.620416666666667,304.03229166666665,7.771760416666667,31.859791666666666,80.571875,7.086177083333333,1.2778854166666667,-2.962083333333333,37.65833333333333,33.4275,1010.1333333333333,155.47291666666666,768.9541666666667,2383.9083333333333,1.1434374999999999,20.147395833333334,4.999335653822991,-2.9556923731469418,2.157810940121737,NA,NA,NA,NA
WE02,2015,7,13,3.959979166666667,149.75979166666667,20.8,1010.60065625,0.9939166666666667,21.893333333333334,319.340625,7.894375,11.652864583333333,84.615625,7.406041666666667,0.6637708333333333,-3.29975,39.18302083333333,12.188958333333334,565.41,99.32875,474.4875,2487.4791666666665,1.063125,20.473333333333333,3.538484161595912,-1.8837264002232152,0.9258464482700627,NA,NA,NA,NA
WE02,2015,7,14,6.656625,248.26354166666667,21.597604166666667,1000.9009374999999,0.8984270833333333,22.285833333333333,302.02916666666664,7.999822916666667,9.96953125,90.97604166666666,7.904166666666667,0.5438333333333333,-3.34578125,32.873645833333335,10.486458333333333,486.38375,95.17208333333333,418.32708333333335,2135.704166666667,0.9428124999999999,20.839583333333334,3.520965419229019,-1.1435537399847844,-4.488798769267875,NA,NA,NA,NA
WE02,2015,7,15,7.959270833333333,56.9286875,18.031979166666666,1011.4451979166666,1.0008541666666666,22.328020833333333,294.50104166666665,7.98659375,16.762708333333332,91.640625,7.95678125,0.4872708333333333,-3.36840625,32.83177083333333,17.576979166666668,613.2354166666667,99.21083333333333,378.52625,2131.225,1.041875,20.896875,1.6898506892273422,6.791018564819653,2.15282199785931,NA,NA,NA,NA
WE02,2015,7,16,4.381489583333333,95.41229166666666,19.033854166666668,1017.7991875,1.06240625,22.484791666666666,315.8979166666667,7.9563854166666665,18.80125,91.440625,7.912645833333333,0.843375,-3.17671875,36.36895833333333,19.571770833333332,714.46625,125.62458333333333,566.3204166666667,2317.4166666666665,1.11,21.098229166666666,2.654431262229484,0.07648326888502718,3.9116973087280087,NA,NA,NA,NA
WE02,2015,7,17,NaN,172.09270833333332,21.36114583333333,1011.8399375,1.0084895833333334,22.4628125,316.44166666666666,7.934395833333333,14.975,90.85416666666667,7.8669375,0.9315104166666667,-3.1396770833333334,39.107395833333335,15.656875,679.2216666666667,122.7775,620.6916666666667,2470.55,1.0514583333333334,21.06625,4.850397254883533,NaN,NaN,NA,NA,NA,NA
WE02,2015,7,18,3.6606354166666666,219.27083333333334,24.109479166666667,1011.5058229166667,1.0004270833333333,23.112395833333334,297.1041666666667,8.05215625,11.792395833333334,97.47604166666666,8.332416666666667,0.7666875,-3.21890625,36.766354166666666,12.189270833333333,585.2191666666666,120.7625,554.4008333333334,2335.670833333333,1.0385416666666667,21.801875,4.026983638716083,-2.3640584804510274,-2.337756073942034,NA,NA,NA,NA
WE02,2015,7,19,5.58609375,235.54791666666668,23.958125,1010.7114166666667,0.9984999999999999,23.870520833333334,304.75104166666665,8.009385416666667,9.488645833333333,96.00833333333333,8.091302083333334,0.937125,-3.2787604166666666,39.99302083333333,9.762604166666666,537.5741666666667,101.515,603.3175,2506.070833333333,0.999375,22.504895833333332,3.742894941927923,-2.810825968944555,-4.623933279775823,NA,NA,NA,NA
WE02,2015,7,20,4.401239583333333,264.5052083333333,22.846770833333334,1009.8717604166667,0.9884999999999999,24.110520833333332,312.57395833333334,8.108364583333334,7.396989583333333,101.55208333333333,8.515489583333334,1.2740104166666666,-3.0753125,40.52041666666667,7.615833333333334,522.3395833333334,118.29083333333334,779.7041666666667,2530.475,0.9886458333333333,22.732083333333332,3.237494859884273,0.2529706912519647,-3.6782080162985107,NA,NA,NA,NA
WE02,2015,7,21,5.098494623655914,258.37313978494626,23.05537634408602,1007.9512365591398,0.9629139784946236,24.184193548387096,307.1333333333333,8.2352688172043,5.979387096774193,106.5752688172043,8.927849462365591,1.4600322580645162,-2.916698924731183,36.347204301075266,6.366666666666666,490.1458064516129,145.3105376344086,870.7741935483871,2305.4752688172043,0.9623655913978495,22.81043010752688,2.6013471903237093,1.9931852117171238,-3.0181513116631162,NA,NA,NA,NA
WE02,2015,7,22,5.5372916666666665,297.325,21.202083333333334,1013.3770625,1.00171875,24.142083333333332,297.23541666666665,8.408958333333333,5.670958333333333,113.40520833333333,9.506354166666666,1.5552916666666667,-2.6919375,29.9125,6.218229166666667,453.1525,177.95958333333334,935.1375,1938.0916666666667,0.9827083333333333,22.830833333333334,2.6646814354823425,3.5313087995316175,-3.4661138417494834,NA,NA,NA,NA
WE02,2015,7,23,3.42540625,230.76802083333334,22.2240625,1015.67484375,1.021625,24.031145833333333,290.565625,8.478958333333333,4.5443645833333335,111.81458333333333,9.393229166666666,0.81784375,-2.9473541666666665,25.416354166666668,5.12,368.87333333333333,159.63541666666666,616.8154166666667,1691.5,1.025625,22.772604166666667,3.5645204743227983,0.10605587081062198,-0.9846677439620256,NA,NA,NA,NA
WE02,2015,7,24,3.5078510638297873,211.3595744680851,23.662021276595745,1015.9981276595745,1.0229255319148935,24.56127659574468,292.336170212766,8.55031914893617,4.296446808510638,120.6404255319149,10.02127659574468,0.8977021276595745,-2.5489042553191488,25.341808510638298,4.566808510638298,376.4659574468085,199.73531914893616,651.3165957446809,1686.3489361702127,1.0113829787234043,23.307340425531915,4.165061153892255,-1.0078821586368998,-1.0445763764580331,NA,NA,NA,NA
WE02,2015,7,25,4.368697916666667,212.02916666666667,24.566354166666667,1014.1346666666667,1.0063541666666667,24.7109375,292.88958333333335,8.561145833333333,4.13421875,117.69791666666667,9.766979166666667,0.81375,0.25033333333333335,25.5740625,4.663645833333334,345.9875,155.06083333333333,599.725,1701.3125,0.9811458333333334,23.377395833333335,4.153374565381339,-3.1571828104969772,-2.4962847258358547,NA,NA,NA,NA
WE02,2015,7,26,4.336135416666667,146.55353125,23.9340625,1013.9456770833333,1.00209375,25.038229166666667,293.1,8.50125,4.110114583333333,113.41041666666666,9.3546875,1.1318333333333332,0.2782395833333333,26.8740625,4.359791666666666,373.1304166666667,144.67041666666665,732.2333333333333,1772.8875,0.971875,23.729791666666667,2.6781461052460878,-0.013190210445975452,1.4779237194335282,NA,NA,NA,NA
WE02,2015,7,27,2.998868131868132,83.25186813186814,24.427252747252748,1016.1068241758242,1.0228021978021977,25.68813186813187,290.27032967032966,8.574285714285715,5.890131868131868,126.8,10.312197802197803,1.4386923076923077,0.5315604395604395,26.94010989010989,6.334725274725275,466.35252747252747,283.86373626373626,847.567032967033,1768.734065934066,0.9776923076923076,24.394945054945055,2.1891568910553225,1.0919753249656559,2.2785011902131305,NA,NA,NA,NA
WE02,2015,7,28,3.4787340425531914,76.85021276595745,24.95776595744681,1016.4902127659575,1.0150744680851065,26.2318085106383,3320.9010638297873,8.818510638297873,5.499297872340425,152.44468085106382,10.791255319148936,1.9984893617021275,0.8548829787234042,22.27521276595745,6.538723404255319,529.3417021276596,236.80468085106384,1142.0723404255318,1692.268085106383,0.972659574468085,25.547659574468085,1.3658278302138773,0.7319024632487398,3.297710063791742,NA,NA,NA,NA
WE02,2015,7,29,3.5264375,174.365625,25.943229166666665,1014.09325,0.9792916666666667,26.187708333333333,7999,8.565833333333334,3.715708333333333,130.60625,8.09953125,1.3764791666666667,0.45410416666666664,22.096354166666668,4.435833333333333,415.38416666666666,34.145833333333336,897.5,2077.929166666667,0.9464583333333333,26.410416666666666,4.810727375426745,-2.39624337674599,0.19714047512042202,NA,NA,NA,NA
WE02,2015,7,30,6.772104166666667,272.37291666666664,23.6340625,1014.2545729166667,0.9694895833333333,25.4440625,7999,8.427072916666667,3.2542708333333334,111.584375,6.706,0.9861666666666666,0.24229166666666666,20.620729166666667,3.794375,330.625,21.43375,632.305,1956.2666666666667,0.9441666666666667,25.826041666666665,3.100177444881011,0.549715517707138,-6.5373461838343285,NA,NA,NA,NA
WE02,2015,7,31,7.092208333333334,266.4447916666667,24.0571875,1013.6719270833333,0.9676874999999999,25.331458333333334,7999,8.526875,5.255979166666667,107.83645833333334,6.352125,0.6361875,0.14577083333333332,19.241770833333334,5.55375,330.02125,18.62125,376.43291666666664,1834.525,0.9404166666666667,25.532291666666666,3.2036427446008,-0.37244306460104626,-6.907702686853324,NA,NA,NA,NA
WE02,2015,8,1,6.594145833333333,279.378125,22.416875,1012.681875,0.9606041666666666,25.033958333333334,7999,8.535625,3.8839791666666668,105.00416666666666,6.2037604166666664,0.5352083333333333,0.13303125,18.592083333333335,4.4628125,293.75416666666666,20.859166666666667,314.4745833333333,1780.1916666666666,0.9660416666666667,25.236875,2.9779134946762,1.0839071310417125,-6.382698050508106,NA,NA,NA,NA
WE02,2015,8,2,6.539010416666667,235.38645833333334,23.940833333333334,1011.1076145833333,0.9496354166666666,24.8640625,7999,8.627291666666666,5.6349479166666665,108.540625,6.856395833333333,0.49644791666666666,0.33534375,17.005520833333332,7.004166666666666,322.8329166666667,31.295,297.94083333333333,1645.875,0.9461458333333334,25.071458333333332,3.745712921449372,-3.527192376460241,-5.053146723052358,NA,NA,NA,NA
WE02,2015,8,3,7.499340425531915,243.14148936170213,21.396914893617023,1008.1351382978723,0.9220531914893617,24.81553191489362,7999,8.566063829787234,10.826202127659574,108.42446808510638,7.456563829787234,0.5776382978723404,0.3806063829787234,18.302127659574467,12.075106382978724,461.3923404255319,38.873617021276594,341.4676595744681,1769.0468085106384,0.9119148936170213,25.02659574468085,3.610362096410015,-2.939248797107985,-4.568631859412959,NA,NA,NA,NA
